entry,at,order
"""AAron @ SgIZePqJyI"" posts a small blind of 5",2020-10-01T06:50:03.305Z,160153500330708
"Your hand is 2♣, J♣",2020-10-01T06:50:03.305Z,160153500330706
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4033) | #5 ""Steven @ GWM99dqAoi"" (4479) | #6 ""Ayush @ _e74w1sbtZ"" (3231) | #7 ""Justin @ _g_OqsZX-M"" (9971) | #8 ""AAron @ SgIZePqJyI"" (1820) | #9 ""meesh @ He9325iWeJ"" (3700)",2020-10-01T06:50:03.305Z,160153500330701
"-- starting hand #202  (No Limit Texas Hold'em) (dealer: ""Justin @ _g_OqsZX-M"") --",2020-10-01T06:50:03.305Z,160153500330700
"-- ending hand #201 --",2020-10-01T06:50:00.390Z,160153500039102
"""Ayush @ _e74w1sbtZ"" collected 657 from pot",2020-10-01T06:50:00.390Z,160153500039101
"Uncalled bet of 328 returned to ""Ayush @ _e74w1sbtZ""",2020-10-01T06:50:00.390Z,160153500039100
"""Steven @ GWM99dqAoi"" folds",2020-10-01T06:49:59.583Z,160153499958400
"""Ayush @ _e74w1sbtZ"" bets 328",2020-10-01T06:49:55.571Z,160153499557200
"""Steven @ GWM99dqAoi"" checks",2020-10-01T06:49:50.743Z,160153499074300
"turn: 10♠, 5♣, 10♣ [Q♣]",2020-10-01T06:49:47.394Z,160153498739900
"""Steven @ GWM99dqAoi"" calls 246",2020-10-01T06:49:46.588Z,160153498658900
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:49:36.022Z,160153497602600
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:49:33.303Z,160153497330400
"""Ayush @ _e74w1sbtZ"" raises to 246",2020-10-01T06:49:31.841Z,160153497184200
"""Steven @ GWM99dqAoi"" bets 123",2020-10-01T06:49:24.358Z,160153496435900
"""meesh @ He9325iWeJ"" checks",2020-10-01T06:49:17.765Z,160153495776600
"""AAron @ SgIZePqJyI"" checks",2020-10-01T06:49:16.529Z,160153495653000
"flop:  [10♠, 5♣, 10♣]",2020-10-01T06:49:11.841Z,160153495184200
"""meesh @ He9325iWeJ"" calls 40",2020-10-01T06:49:11.031Z,160153495103200
"""AAron @ SgIZePqJyI"" calls 40",2020-10-01T06:49:10.127Z,160153495012800
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:49:05.427Z,160153494542800
"""Ayush @ _e74w1sbtZ"" calls 40",2020-10-01T06:49:04.533Z,160153494453400
"""Steven @ GWM99dqAoi"" raises to 40",2020-10-01T06:48:51.122Z,160153493112300
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:48:35.492Z,160153491549200
"""meesh @ He9325iWeJ"" calls 10",2020-10-01T06:48:34.589Z,160153491459300
"""AAron @ SgIZePqJyI"" posts a big blind of 10",2020-10-01T06:48:26.981Z,160153490698209
"""Justin @ _g_OqsZX-M"" posts a small blind of 5",2020-10-01T06:48:26.981Z,160153490698208
"Your hand is 7♠, J♠",2020-10-01T06:48:26.981Z,160153490698206
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4033) | #5 ""Steven @ GWM99dqAoi"" (4765) | #6 ""Ayush @ _e74w1sbtZ"" (2860) | #7 ""Justin @ _g_OqsZX-M"" (9976) | #8 ""AAron @ SgIZePqJyI"" (1860) | #9 ""meesh @ He9325iWeJ"" (3740)",2020-10-01T06:48:26.981Z,160153490698201
"-- starting hand #201  (No Limit Texas Hold'em) (dealer: ""Ayush @ _e74w1sbtZ"") --",2020-10-01T06:48:26.981Z,160153490698200
"-- ending hand #200 --",2020-10-01T06:48:24.069Z,160153490407002
"""AAron @ SgIZePqJyI"" collected 25 from pot",2020-10-01T06:48:24.069Z,160153490407001
"Uncalled bet of 20 returned to ""AAron @ SgIZePqJyI""",2020-10-01T06:48:24.069Z,160153490407000
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:48:23.262Z,160153490326300
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T06:48:22.371Z,160153490237200
"""Steven @ GWM99dqAoi"" folds",2020-10-01T06:48:21.309Z,160153490131000
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:48:07.512Z,160153488751300
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:48:06.619Z,160153488661900
"""AAron @ SgIZePqJyI"" raises to 30",2020-10-01T06:48:05.714Z,160153488571500
"""Justin @ _g_OqsZX-M"" posts a big blind of 10",2020-10-01T06:48:01.395Z,160153488139609
"""Ayush @ _e74w1sbtZ"" posts a small blind of 5",2020-10-01T06:48:01.395Z,160153488139608
"Your hand is Q♣, 10♣",2020-10-01T06:48:01.395Z,160153488139606
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4033) | #5 ""Steven @ GWM99dqAoi"" (4765) | #6 ""Ayush @ _e74w1sbtZ"" (2865) | #7 ""Justin @ _g_OqsZX-M"" (9986) | #8 ""AAron @ SgIZePqJyI"" (1845) | #9 ""meesh @ He9325iWeJ"" (3740)",2020-10-01T06:48:01.395Z,160153488139601
"-- starting hand #200  (No Limit Texas Hold'em) (dealer: ""Steven @ GWM99dqAoi"") --",2020-10-01T06:48:01.395Z,160153488139600
"-- ending hand #199 --",2020-10-01T06:47:58.485Z,160153487848602
"""Steven @ GWM99dqAoi"" collected 290 from pot",2020-10-01T06:47:58.485Z,160153487848601
"Uncalled bet of 290 returned to ""Steven @ GWM99dqAoi""",2020-10-01T06:47:58.485Z,160153487848600
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:47:57.679Z,160153487768000
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:47:56.779Z,160153487678000
"""Steven @ GWM99dqAoi"" bets 290",2020-10-01T06:47:51.100Z,160153487110100
"flop:  [5♦, J♦, 4♦]",2020-10-01T06:47:45.190Z,160153486519100
"""Jamz @ Xg6uSZZOvr"" calls 90",2020-10-01T06:47:44.383Z,160153486438400
"""meesh @ He9325iWeJ"" calls 90",2020-10-01T06:47:43.493Z,160153486349400
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:47:38.629Z,160153485863000
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T06:47:37.732Z,160153485773200
"""Steven @ GWM99dqAoi"" raises to 90",2020-10-01T06:47:36.702Z,160153485670300
"""Jamz @ Xg6uSZZOvr"" calls 40",2020-10-01T06:47:25.296Z,160153484529700
"""meesh @ He9325iWeJ"" raises to 40",2020-10-01T06:47:23.704Z,160153484370500
"""AAron @ SgIZePqJyI"" calls 10",2020-10-01T06:47:20.640Z,160153484064100
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:47:18.240Z,160153483824100
"""Ayush @ _e74w1sbtZ"" posts a big blind of 10",2020-10-01T06:47:13.843Z,160153483384509
"""Steven @ GWM99dqAoi"" posts a small blind of 5",2020-10-01T06:47:13.843Z,160153483384508
"Your hand is 8♦, 9♣",2020-10-01T06:47:13.843Z,160153483384506
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4123) | #5 ""Steven @ GWM99dqAoi"" (4565) | #6 ""Ayush @ _e74w1sbtZ"" (2875) | #7 ""Justin @ _g_OqsZX-M"" (9986) | #8 ""AAron @ SgIZePqJyI"" (1855) | #9 ""meesh @ He9325iWeJ"" (3830)",2020-10-01T06:47:13.843Z,160153483384501
"-- starting hand #199  (No Limit Texas Hold'em) (dealer: ""Jamz @ Xg6uSZZOvr"") --",2020-10-01T06:47:13.843Z,160153483384500
"-- ending hand #198 --",2020-10-01T06:47:07.324Z,160153482732602
"""Steven @ GWM99dqAoi"" collected 195 from pot with Pair, 3's (combination: 3♠, 3♣, K♥, Q♥, 9♣)",2020-10-01T06:47:07.324Z,160153482732601
"""Steven @ GWM99dqAoi"" shows a 3♠, K♥.",2020-10-01T06:47:07.324Z,160153482732600
"""Ayush @ _e74w1sbtZ"" checks",2020-10-01T06:47:06.520Z,160153482652100
"""Steven @ GWM99dqAoi"" checks",2020-10-01T06:47:00.378Z,160153482037900
"river: Q♥, 9♣, 5♦, 3♣ [6♠]",2020-10-01T06:46:52.928Z,160153481293200
"""Ayush @ _e74w1sbtZ"" calls 65",2020-10-01T06:46:52.121Z,160153481212200
"""Steven @ GWM99dqAoi"" bets 65",2020-10-01T06:46:34.869Z,160153479487000
"turn: Q♥, 9♣, 5♦ [3♣]",2020-10-01T06:46:25.324Z,160153478532600
"""Ayush @ _e74w1sbtZ"" checks",2020-10-01T06:46:24.519Z,160153478452000
"""Steven @ GWM99dqAoi"" checks",2020-10-01T06:46:23.485Z,160153478348600
"flop:  [Q♥, 9♣, 5♦]",2020-10-01T06:46:16.556Z,160153477655700
"""Steven @ GWM99dqAoi"" calls 30",2020-10-01T06:46:15.749Z,160153477575000
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:46:05.274Z,160153476527500
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:46:04.379Z,160153476438000
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:46:03.465Z,160153476346600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:46:01.794Z,160153476179400
"""Ayush @ _e74w1sbtZ"" raises to 30",2020-10-01T06:46:00.905Z,160153476090600
"""Steven @ GWM99dqAoi"" posts a big blind of 10",2020-10-01T06:45:48.936Z,160153474893709
"""Jamz @ Xg6uSZZOvr"" posts a small blind of 5",2020-10-01T06:45:48.936Z,160153474893708
"Your hand is 3♦, 10♠",2020-10-01T06:45:48.936Z,160153474893706
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4128) | #5 ""Steven @ GWM99dqAoi"" (4465) | #6 ""Ayush @ _e74w1sbtZ"" (2970) | #7 ""Justin @ _g_OqsZX-M"" (9986) | #8 ""AAron @ SgIZePqJyI"" (1855) | #9 ""meesh @ He9325iWeJ"" (3830)",2020-10-01T06:45:48.936Z,160153474893701
"-- starting hand #198  (No Limit Texas Hold'em) (dealer: ""meesh @ He9325iWeJ"") --",2020-10-01T06:45:48.936Z,160153474893700
"-- ending hand #197 --",2020-10-01T06:45:46.028Z,160153474602902
"""Justin @ _g_OqsZX-M"" collected 125 from pot",2020-10-01T06:45:46.028Z,160153474602901
"Uncalled bet of 125 returned to ""Justin @ _g_OqsZX-M""",2020-10-01T06:45:46.028Z,160153474602900
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T06:45:45.223Z,160153474522400
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:45:34.373Z,160153473437400
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:45:29.149Z,160153472914900
"""Justin @ _g_OqsZX-M"" bets 125",2020-10-01T06:45:22.262Z,160153472226300
"""Ayush @ _e74w1sbtZ"" checks",2020-10-01T06:45:17.402Z,160153471740200
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T06:45:10.403Z,160153471040400
"turn: 7♠, 4♣, 4♦ [10♣]",2020-10-01T06:44:57.692Z,160153469769500
"""AAron @ SgIZePqJyI"" checks",2020-10-01T06:44:56.887Z,160153469688700
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T06:44:50.098Z,160153469009900
"""Ayush @ _e74w1sbtZ"" checks",2020-10-01T06:44:47.657Z,160153468765800
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T06:44:43.229Z,160153468322900
"flop:  [7♠, 4♣, 4♦]",2020-10-01T06:44:41.511Z,160153468151500
"""Jamz @ Xg6uSZZOvr"" calls 30",2020-10-01T06:44:40.704Z,160153468070500
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:44:38.560Z,160153467856100
"""AAron @ SgIZePqJyI"" calls 30",2020-10-01T06:44:37.653Z,160153467765400
"""Justin @ _g_OqsZX-M"" calls 30",2020-10-01T06:44:36.754Z,160153467675500
"""Ayush @ _e74w1sbtZ"" raises to 30",2020-10-01T06:44:32.421Z,160153467242200
"""Steven @ GWM99dqAoi"" folds",2020-10-01T06:44:27.277Z,160153466727800
"""Jamz @ Xg6uSZZOvr"" posts a big blind of 10",2020-10-01T06:44:26.013Z,160153466601409
"""meesh @ He9325iWeJ"" posts a small blind of 5",2020-10-01T06:44:26.013Z,160153466601408
"Your hand is 6♠, Q♥",2020-10-01T06:44:26.013Z,160153466601406
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4158) | #5 ""Steven @ GWM99dqAoi"" (4465) | #6 ""Ayush @ _e74w1sbtZ"" (3000) | #7 ""Justin @ _g_OqsZX-M"" (9891) | #8 ""AAron @ SgIZePqJyI"" (1885) | #9 ""meesh @ He9325iWeJ"" (3835)",2020-10-01T06:44:26.013Z,160153466601401
"-- starting hand #197  (No Limit Texas Hold'em) (dealer: ""AAron @ SgIZePqJyI"") --",2020-10-01T06:44:26.013Z,160153466601400
"-- ending hand #196 --",2020-10-01T06:44:23.107Z,160153466310802
"""Justin @ _g_OqsZX-M"" collected 195 from pot",2020-10-01T06:44:23.107Z,160153466310801
"Uncalled bet of 195 returned to ""Justin @ _g_OqsZX-M""",2020-10-01T06:44:23.107Z,160153466310800
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:44:22.299Z,160153466230000
"""Justin @ _g_OqsZX-M"" bets 195",2020-10-01T06:44:16.411Z,160153465641200
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T06:44:07.693Z,160153464769300
"flop:  [J♣, Q♦, K♦]",2020-10-01T06:44:04.691Z,160153464469300
"""Jamz @ Xg6uSZZOvr"" calls 90",2020-10-01T06:44:03.885Z,160153464388600
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:44:02.400Z,160153464240100
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:44:01.490Z,160153464149100
"""Justin @ _g_OqsZX-M"" raises to 90",2020-10-01T06:43:57.088Z,160153463708900
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T06:43:51.684Z,160153463168500
"""Steven @ GWM99dqAoi"" folds",2020-10-01T06:43:47.245Z,160153462724700
"""Jamz @ Xg6uSZZOvr"" raises to 35",2020-10-01T06:43:42.491Z,160153462249100
"""meesh @ He9325iWeJ"" posts a big blind of 10",2020-10-01T06:43:37.912Z,160153461792010
"""AAron @ SgIZePqJyI"" posts a small blind of 5",2020-10-01T06:43:37.912Z,160153461792009
"Your hand is 8♥, 6♥",2020-10-01T06:43:37.912Z,160153461792007
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4248) | #5 ""Steven @ GWM99dqAoi"" (4465) | #6 ""Ayush @ _e74w1sbtZ"" (3000) | #7 ""Justin @ _g_OqsZX-M"" (9786) | #8 ""AAron @ SgIZePqJyI"" (1890) | #9 ""meesh @ He9325iWeJ"" (3845)",2020-10-01T06:43:37.912Z,160153461792002
"-- starting hand #196  (No Limit Texas Hold'em) (dealer: ""Justin @ _g_OqsZX-M"") --",2020-10-01T06:43:37.912Z,160153461792001
"The player ""Ayush @ _e74w1sbtZ"" joined the game with a stack of 3000.",2020-10-01T06:43:37.912Z,160153461792000
"""AAron @ SgIZePqJyI"" shows a 10♣, 5♣.",2020-10-01T06:43:31.793Z,160153461179400
"-- ending hand #195 --",2020-10-01T06:43:30.866Z,160153461086802
"""meesh @ He9325iWeJ"" collected 840 from pot with Two Pair, 10's & 9's (combination: 10♥, 10♦, 9♥, 9♠, 8♥)",2020-10-01T06:43:30.866Z,160153461086801
"""meesh @ He9325iWeJ"" shows a 8♥, 9♥.",2020-10-01T06:43:30.866Z,160153461086800
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T06:43:30.060Z,160153461006100
"The admin approved the player ""Ayush @ _e74w1sbtZ"" participation with a stack of 3000.",2020-10-01T06:43:29.604Z,160153460960600
"""meesh @ He9325iWeJ"" checks",2020-10-01T06:43:28.791Z,160153460879100
"river: 4♦, 5♦, 10♥, 9♠ [10♦]",2020-10-01T06:43:23.269Z,160153460327500
"""meesh @ He9325iWeJ"" calls 200",2020-10-01T06:43:22.459Z,160153460246000
"""Jamz @ Xg6uSZZOvr"" bets 200",2020-10-01T06:43:19.753Z,160153459975400
"The player ""Ayush @ _e74w1sbtZ"" requested a seat.",2020-10-01T06:43:11.103Z,160153459110400
"""meesh @ He9325iWeJ"" checks",2020-10-01T06:43:04.469Z,160153458447000
"turn: 4♦, 5♦, 10♥ [9♠]",2020-10-01T06:43:02.437Z,160153458243900
"""Steven @ GWM99dqAoi"" folds",2020-10-01T06:43:01.631Z,160153458163200
"""Jamz @ Xg6uSZZOvr"" calls 100",2020-10-01T06:42:43.892Z,160153456389200
"""meesh @ He9325iWeJ"" bets 100",2020-10-01T06:42:42.019Z,160153456202000
"flop:  [4♦, 5♦, 10♥]",2020-10-01T06:42:33.765Z,160153455376600
"""meesh @ He9325iWeJ"" calls 75",2020-10-01T06:42:32.958Z,160153455295900
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:42:31.653Z,160153455165400
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:42:26.933Z,160153454693400
"""Steven @ GWM99dqAoi"" calls 75",2020-10-01T06:42:26.039Z,160153454603900
"""Jamz @ Xg6uSZZOvr"" raises to 75",2020-10-01T06:42:24.849Z,160153454485000
"""meesh @ He9325iWeJ"" raises to 30",2020-10-01T06:42:20.690Z,160153454069100
"""AAron @ SgIZePqJyI"" posts a big blind of 10",2020-10-01T06:42:10.682Z,160153453068308
"""Justin @ _g_OqsZX-M"" posts a small blind of 5",2020-10-01T06:42:10.682Z,160153453068307
"Your hand is 10♣, 5♣",2020-10-01T06:42:10.682Z,160153453068305
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4623) | #5 ""Steven @ GWM99dqAoi"" (4540) | #7 ""Justin @ _g_OqsZX-M"" (9791) | #8 ""AAron @ SgIZePqJyI"" (1900) | #9 ""meesh @ He9325iWeJ"" (3380)",2020-10-01T06:42:10.682Z,160153453068301
"-- starting hand #195  (No Limit Texas Hold'em) (dealer: ""Steven @ GWM99dqAoi"") --",2020-10-01T06:42:10.682Z,160153453068300
"-- ending hand #194 --",2020-10-01T06:42:07.768Z,160153452776902
"""Jamz @ Xg6uSZZOvr"" collected 25 from pot",2020-10-01T06:42:07.768Z,160153452776901
"Uncalled bet of 30 returned to ""Jamz @ Xg6uSZZOvr""",2020-10-01T06:42:07.768Z,160153452776900
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:42:06.961Z,160153452696200
"""Steven @ GWM99dqAoi"" folds",2020-10-01T06:41:57.663Z,160153451766400
"""Jamz @ Xg6uSZZOvr"" raises to 40",2020-10-01T06:41:56.754Z,160153451675500
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:41:52.751Z,160153451275200
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:41:51.851Z,160153451185200
"""Justin @ _g_OqsZX-M"" posts a big blind of 10",2020-10-01T06:41:44.528Z,160153450453008
"""Steven @ GWM99dqAoi"" posts a small blind of 5",2020-10-01T06:41:44.528Z,160153450453007
"Your hand is 3♠, 9♣",2020-10-01T06:41:44.528Z,160153450453005
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4608) | #5 ""Steven @ GWM99dqAoi"" (4545) | #7 ""Justin @ _g_OqsZX-M"" (9801) | #8 ""AAron @ SgIZePqJyI"" (1900) | #9 ""meesh @ He9325iWeJ"" (3380)",2020-10-01T06:41:44.528Z,160153450453001
"-- starting hand #194  (No Limit Texas Hold'em) (dealer: ""Jamz @ Xg6uSZZOvr"") --",2020-10-01T06:41:44.528Z,160153450453000
"-- ending hand #193 --",2020-10-01T06:41:41.615Z,160153450161602
"""Steven @ GWM99dqAoi"" collected 85 from pot",2020-10-01T06:41:41.615Z,160153450161601
"Uncalled bet of 85 returned to ""Steven @ GWM99dqAoi""",2020-10-01T06:41:41.615Z,160153450161600
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:41:40.811Z,160153450081200
"""Steven @ GWM99dqAoi"" bets 85",2020-10-01T06:41:31.516Z,160153449151700
"flop:  [8♠, 9♠, 7♠]",2020-10-01T06:41:27.560Z,160153448756100
"""AAron @ SgIZePqJyI"" calls 40",2020-10-01T06:41:26.753Z,160153448675400
"""Steven @ GWM99dqAoi"" raises to 40",2020-10-01T06:41:23.849Z,160153448385000
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:41:20.620Z,160153448062000
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:41:19.727Z,160153447972800
"""AAron @ SgIZePqJyI"" calls 10",2020-10-01T06:41:18.828Z,160153447882800
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:41:15.524Z,160153447552500
"""Steven @ GWM99dqAoi"" posts a big blind of 10",2020-10-01T06:41:12.761Z,160153447276208
"""Jamz @ Xg6uSZZOvr"" posts a small blind of 5",2020-10-01T06:41:12.761Z,160153447276207
"Your hand is 2♠, A♥",2020-10-01T06:41:12.761Z,160153447276205
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4613) | #5 ""Steven @ GWM99dqAoi"" (4500) | #7 ""Justin @ _g_OqsZX-M"" (9801) | #8 ""AAron @ SgIZePqJyI"" (1940) | #9 ""meesh @ He9325iWeJ"" (3380)",2020-10-01T06:41:12.761Z,160153447276201
"-- starting hand #193  (No Limit Texas Hold'em) (dead button) --",2020-10-01T06:41:12.761Z,160153447276200
"-- ending hand #192 --",2020-10-01T06:41:09.847Z,160153446984802
"""Steven @ GWM99dqAoi"" collected 90 from pot",2020-10-01T06:41:09.847Z,160153446984801
"Uncalled bet of 90 returned to ""Steven @ GWM99dqAoi""",2020-10-01T06:41:09.847Z,160153446984800
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:41:09.042Z,160153446904300
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:41:00.072Z,160153446007300
"""Steven @ GWM99dqAoi"" bets 90",2020-10-01T06:40:53.705Z,160153445370600
"""Jamz @ Xg6uSZZOvr"" checks",2020-10-01T06:40:49.703Z,160153444970400
"flop:  [6♦, Q♦, 6♠]",2020-10-01T06:40:47.973Z,160153444797400
"""Steven @ GWM99dqAoi"" calls 30",2020-10-01T06:40:47.166Z,160153444716700
"""Jamz @ Xg6uSZZOvr"" calls 30",2020-10-01T06:40:45.549Z,160153444555000
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:40:40.543Z,160153444054400
"""AAron @ SgIZePqJyI"" raises to 30",2020-10-01T06:40:39.634Z,160153443963500
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:40:28.615Z,160153442861600
"""Steven @ GWM99dqAoi"" calls 10",2020-10-01T06:40:20.201Z,160153442020200
"""Jamz @ Xg6uSZZOvr"" posts a big blind of 10",2020-10-01T06:40:04.580Z,160153440458409
"Dead Small Blind",2020-10-01T06:40:04.580Z,160153440458408
"Your hand is 4♣, A♣",2020-10-01T06:40:04.580Z,160153440458406
"Player stacks: #3 ""Jamz @ Xg6uSZZOvr"" (4643) | #5 ""Steven @ GWM99dqAoi"" (4440) | #7 ""Justin @ _g_OqsZX-M"" (9801) | #8 ""AAron @ SgIZePqJyI"" (1970) | #9 ""meesh @ He9325iWeJ"" (3380)",2020-10-01T06:40:04.580Z,160153440458402
"-- starting hand #192  (No Limit Texas Hold'em) (dealer: ""meesh @ He9325iWeJ"") --",2020-10-01T06:40:04.580Z,160153440458401
"The player ""Ayush @ _e74w1sbtZ"" quits the game with a stack of 0.",2020-10-01T06:40:04.580Z,160153440458400
"""AAron @ SgIZePqJyI"" shows a 7♠, 7♣.",2020-10-01T06:39:58.899Z,160153439889900
"-- ending hand #191 --",2020-10-01T06:39:58.051Z,160153439805301
"""Justin @ _g_OqsZX-M"" collected 5511 from pot with A High (combination: A♣, J♥, 8♠, 7♦, 6♦)",2020-10-01T06:39:58.051Z,160153439805200
"river: J♥, 3♦, 7♦, 6♦ [8♠]",2020-10-01T06:39:55.025Z,160153439503100
"turn: J♥, 3♦, 7♦ [6♦]",2020-10-01T06:39:52.003Z,160153439200600
"flop:  [J♥, 3♦, 7♦]",2020-10-01T06:39:48.987Z,160153438898800
"""Justin @ _g_OqsZX-M"" shows a 4♣, A♣.",2020-10-01T06:39:45.977Z,160153438597701
"""Ayush @ _e74w1sbtZ"" shows a Q♣, K♣.",2020-10-01T06:39:45.977Z,160153438597700
"""Justin @ _g_OqsZX-M"" calls 2653",2020-10-01T06:39:45.166Z,160153438516700
"""Ayush @ _e74w1sbtZ"" raises to 2653 and go all in",2020-10-01T06:39:14.818Z,160153435481800
"""AAron @ SgIZePqJyI"" folds",2020-10-01T06:39:04.323Z,160153434432400
"""Justin @ _g_OqsZX-M"" raises to 2200",2020-10-01T06:39:01.036Z,160153434103700
"""Ayush @ _e74w1sbtZ"" raises to 500",2020-10-01T06:38:26.271Z,160153430627200
"""AAron @ SgIZePqJyI"" calls 200",2020-10-01T06:38:12.297Z,160153429229800
"""Justin @ _g_OqsZX-M"" raises to 200",2020-10-01T06:38:03.922Z,160153428392300
"""Ayush @ _e74w1sbtZ"" raises to 100",2020-10-01T06:37:55.265Z,160153427526600
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:37:50.069Z,160153427007000
"""AAron @ SgIZePqJyI"" calls 40",2020-10-01T06:37:49.151Z,160153426915200
"""Justin @ _g_OqsZX-M"" raises to 40",2020-10-01T06:37:46.975Z,160153426697600
"""Steven @ GWM99dqAoi"" folds",2020-10-01T06:37:40.847Z,160153426084800
"""Jamz @ Xg6uSZZOvr"" folds",2020-10-01T06:37:39.600Z,160153425960100
"""Ayush @ _e74w1sbtZ"" posts a big blind of 10",2020-10-01T06:37:36.564Z,160153425656509
"""meesh @ He9325iWeJ"" posts a small blind of 5",2020-10-01T06:37:36.564Z,160153425656508
"Your hand is 7♠, 7♣",2020-10-01T06:37:36.564Z,160153425656506
"Player stacks: #2 ""Ayush @ _e74w1sbtZ"" (2653) | #3 ""Jamz @ Xg6uSZZOvr"" (4643) | #5 ""Steven @ GWM99dqAoi"" (4440) | #7 ""Justin @ _g_OqsZX-M"" (6943) | #8 ""AAron @ SgIZePqJyI"" (2170) | #9 ""meesh @ He9325iWeJ"" (3385)",2020-10-01T06:37:36.564Z,160153425656501
"-- starting hand #191  (No Limit Texas Hold'em) (dealer: ""AAron @ SgIZePqJyI"") --",2020-10-01T06:37:36.564Z,160153425656500
"-- ending hand #190 --",2020-10-01T06:37:33.655Z,160153425365502
"""Steven @ GWM99dqAoi"" collected 485 from pot",2020-10-01T06:37:33.655Z,160153425365501
"Uncalled bet of 485 returned to ""Steven @ GWM99dqAoi""",2020-10-01T06:37:33.655Z,160153425365500
"""Ayush @ _e74w1sbtZ"" folds",2020-10-01T06:37:32.847Z,160153425284800
"""meesh @ He9325iWeJ"" folds",2020-10-01T06:37:31.842Z,160153425184300
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T06:37:19.430Z,160153423943100
"""Steven @ GWM99dqAoi"" bets 485",2020-10-01T06:36:59.867Z,160153421986800
"""Ayush @ _e74w1sbtZ"" checks",2020-10-01T06:36:56.695Z,160153421669600
"""meesh @ He9325iWeJ"" checks",2020-10-01T06:36:54.372Z,160153421437300
"flop:  [3♠, 7♣, 5♠]",2020-10-01T06:36:49.090Z,160153420909200
"""Steven @ GWM99dqAoi"" calls 120",2020-10-01T06:36:48.285Z,160153420828600
"""Ayush @ _e74w1sbtZ"" calls 120",2020-10-01T06:36:44.961Z,160153420496200
